"word","translation_hy","translation_ru","level","part_of_speech","frequency_rank"
"saliva","թուք","слюна","C2","noun","16038"
"dismal","մռայլ, տխուր, վշտալի","мрачный","C2","adjective","16039"
"multivariate","multivariate","multivariate","C2","noun","16040"
"heroism","հերոսություն","героизм","C2","noun","16041"
"symbolically","խորհրդանշական, սիմվոլիկ","symbolically","C2","adverb","16042"
"diplomat","դիվանագետ","дипломат","C2","noun","16043"
"willard","willard","willard","C2","noun","16044"
"coalitions","միասնություն, կոալիցիա","коалиция","C2","noun","16045"
"validated","հաստատել, վավերացնել","validated","C2","verb","16046"
"bats","bats","bats","C2","noun","16047"
"duality","երկակիություն, երկվություն","двойственность","C2","noun","16048"
"bead","ուլունքահատիկ","шарик","C2","noun","16049"
"tread","քայլք, քայլվածք","шаг","C2","noun","16050"
"lor","lor","lor","C2","noun","16051"
"thornton","thornton","thornton","C2","noun","16052"
"hypotension","hypotension","hypotension","C2","noun","16053"
"discontinuity","discontinuity","discontinuity","C2","noun","16054"
"embodies","embodies","представить","C2","noun","16055"
"badge","կրծքանշան, խորհրդանշան","значок","C2","noun","16056"
"interprets","մեկնաբանել, բացատրել, թարգմանել","расшифровать","C2","noun","16057"
"vacancies","vacancies","тупость","C2","noun","16058"
"crater","խառնարան","воронка","C2","noun","16059"
"surrogate","փոխարինող, փոխանորդ","surrogate","C2","noun","16060"
"shunt","երկթ","маневрировать","C2","noun","16061"
"lavish","ճոխ, շքեղ","отваливать","C2","adjective","16062"
"starved","քաղցել, սովամահլինել","изголодаться","C2","verb","16063"
"wastewater","wastewater","wastewater","C2","noun","16064"
"promoters","promoters","promoters","C2","noun","16065"
"lafayette","lafayette","lafayette","C2","noun","16066"
"inhibiting","խոչընդոտել","inhibiting","C2","verb","16067"
"conserved","շաքարածմիրգ","conserved","C2","verb","16068"
"wetlands","wetlands","wetlands","C2","noun","16069"
"bowen","bowen","bowen","C2","noun","16070"
"antagonistic","antagonistic","антагонистический","C2","noun","16071"
"seam","seam","шов","C2","noun","16072"
"soy","soy","soy","C2","noun","16073"
"ethiopian","ethiopian","ethiopian","C2","noun","16074"
"honduras","honduras","honduras","C2","noun","16075"
"apparel","բնստ","наряд","C2","noun","16076"
"ageing","մեծանալը, ծերացում, ծերանալը","лета","C2","noun","16077"
"sumner","sumner","sumner","C2","noun","16078"
"reformer","բարեփոխիչ, բարենորոգիչ","реформатор","C2","noun","16079"
"novice","նորեկ, սկսնակ, անփորձմարդ","новичок","C2","noun","16080"
"hinted","ակնարկ","намёк","C2","verb","16081"
"neglecting","արհամարհանք, բարձիթողվիճակ","пренебрежение","C2","verb","16082"
"mailed","փոստ, փոստառաքումներ","почта","C2","verb","16083"
"vanguard","ավանգարդ","авангард","C2","noun","16084"
"glove","ձեռնոց","перчатка","C2","noun","16085"
"subordinated","ստորադասել, ենթակայությանտակդնել","подчинённый","C2","verb","16086"
"fieldwork","fieldwork","fieldwork","C2","noun","16087"
"crowns","թագ, պսակ, գահ","конфорка","C2","noun","16088"
"ills","ills","ills","C2","noun","16089"
"infamous","խայտառակ, անպատիվ, անազնիվ","гнусный","C2","adjective","16090"
"bulls","աստղգ","бык","C2","noun","16091"
"lottery","վիճակախաղ","лотерея","C2","noun","16092"
"sealing","կենդ","обтюрация","C2","verb","16093"
"classifying","դասակարգել","классифицировать","C2","verb","16094"
"pendulum","ճոճանակ","маятник","C2","noun","16095"
"purge","մաքրում","слабительное","C2","noun","16096"
"counteract","քիմ","противодействовать","C2","verb","16097"
"unionism","unionism","unionism","C2","noun","16098"
"droit","droit","droit","C2","noun","16099"
"molding","molding","molding","C2","verb","16100"
"shrinkage","կրճատում, սեղմվելը, կծկվելը","усадка","C2","noun","16101"
"rb","rb","rb","C2","noun","16102"
"lessee","վարձակալ","арендатор","C2","noun","16103"
"bowling","փոքրևմեծթաս","миска","C2","verb","16104"
"heinemann","heinemann","heinemann","C2","noun","16105"
"attracts","ձգել, գրավել","привлечь","C2","noun","16106"
"concentric","համակենտրոն, համակենտրոնական","концентрический","C2","adjective","16107"
"kindred","արյունակցություն, արյունակցականկապ","родственник","C2","noun","16108"
"wee","խսկց","крохотный","C2","adjective","16109"
"slippery","ողորկ, սայթաքուն","скользкий","C2","adjective","16110"
"uncover","բացանել","открыть","C2","verb","16111"
"stellar","աստղային, աստղերի","stellar","C2","adjective","16112"
"gloucester","gloucester","gloucester","C2","noun","16113"
"moth","գիշերաթիթեռ, ցեց","мотылёк","C2","noun","16114"
"offs","offs","offs","C2","noun","16115"
"eighties","ութսունականթվականները","восемьдесят","C2","noun","16116"
"brakes","արգելակ","тормозной","C2","noun","16117"
"hicks","ամ","hicks","C2","noun","16118"
"alumni","alumni","воспитанник","C2","noun","16119"
"freshman","առաջինկուրսիուսանող/կուրսեցի","первокурсник","C2","noun","16120"
"spears","նիզակ, տեգ","копьё","C2","noun","16121"
"deutschen","deutschen","deutschen","C2","noun","16122"
"trainees","ուսուցում/պատրաստությունունեցողանձ","trainees","C2","noun","16123"
"warns","զգուշացնել, նախազգուշացնել նախազգուշացնել","предупредить","C2","noun","16124"
"assaults","հարձակում, գրոհում","штурмовой","C2","noun","16125"
"whispering","շշունջ, շշնջոց","шёпот","C2","noun","16126"
"inhalation","inhalation","вдох","C2","noun","16127"
"raleigh","raleigh","raleigh","C2","noun","16128"
"lois","lois","lois","C2","noun","16129"
"serene","խաղաղ, անդորր","спокойный","C2","adjective","16130"
"benevolence","բարեգործություն, առատաձեռնություն","благосклонность","C2","noun","16131"
"subsidized","դրամականնպաստտալ","субсидировать","C2","verb","16132"
"bedrooms","ննջասենյակ, ննջարան","спальня","C2","noun","16133"
"connotations","(բառի) լրացուցիչիմաստ","connotations","C2","noun","16134"
"seneca","seneca","seneca","C2","noun","16135"
"attaches","ամրացնել, կպցնել, կապել","состыковывать","C2","noun","16136"
"perished","կործանվել, մեռնել, զոհվել","упасть","C2","verb","16137"
"mosquito","մոծակ, մժեղ","комар","C2","noun","16138"
"intuitively","ներըմբռնողական, կռահողական","интуитивно","C2","adverb","16139"
"mart","առևտրականկենտրոն, աճուրդիսրահ","mart","C2","noun","16140"
"praeger","praeger","praeger","C2","noun","16141"
"perverse","կամակոր, իրասածի, չհամոզվող","perverse","C2","adjective","16142"
"adobe","չթրծվածաղյուս","саман","C2","noun","16143"
"eagerness","եռանդուն, անհամբեր","жадность","C2","noun","16144"
"pres","pres","pres","C2","noun","16145"
"vigour","կորով, եռանդ, առույգություն","vigour","C2","noun","16146"
"temps","temps","temps","C2","noun","16147"
"southerners","հարավցի, հարավիբնակիչ","южанин","C2","noun","16148"
"drains","ջրատար/դրենաժայինխողովակ","спускной","C2","noun","16149"
"wir","wir","wir","C2","noun","16150"
"cabinets","ցուցադրմանպահարան","кабинет","C2","noun","16151"
"stalk","ցողուն, շիվ","ножка","C2","noun","16152"
"endorse","endorse","индоссировать","C2","noun","16153"
"lyrical","քնարերգական, քնարական","лирический","C2","adjective","16154"
"tne","tne","tne","C2","noun","16155"
"countered","վաճառասեղան","наперекор","C2","verb","16156"
"flare","flare","ракета","C2","noun","16157"
"illuminate","լուսավորել","осветить","C2","verb","16158"
"mem","mem","mem","C2","noun","16159"
"irradiated","ճառագայթել, լուսավորել, լույսսփռել","облучать","C2","verb","16160"
"annoyance","սրտնեղում, վրդովմունք, զայրույթ","неприятность","C2","noun","16161"
"loom","ջուլհակահաստոց","валёк","C2","noun","16162"
"sus","sus","sus","C2","noun","16163"
"janeiro","janeiro","janeiro","C2","noun","16164"
"transcripts","պատճեն","transcripts","C2","noun","16165"
"outrageous","կատաղի, մոլեգին","дикий","C2","adjective","16166"
"hazel","պնդուկենի, թփակաղնի","орешник","C2","noun","16167"
"ooo","ooo","ooo","C2","noun","16168"
"spectacles","տեսարան, պատկեր","очки","C2","noun","16169"
"obligated","պարտավորեցնել, պարտադրել","obligated","C2","verb","16170"
"indus","indus","indus","C2","noun","16171"
"guarding","պահակ, ժամապահ","охрана","C2","verb","16172"
"anecdotes","անեկդոտ, կարճպատմություն","анекдот","C2","noun","16173"
"identifier","հմկրգ","identifier","C2","noun","16174"
"ache","ցավ","болеть","C2","noun","16175"
"awaken","արթնացնել (զգացում/ զգացմունք/ձգտում) պատասխանատվությանզգացումարթնացնել","разбудить","C2","verb","16176"
"landmarks","սահմանագծայիննշան","веха","C2","noun","16177"
"reinforces","ամրացնել, ուժեղացնել","усиливать","C2","noun","16178"
"locomotive","ջերմաքարշ","локомотив","C2","noun","16179"
"heparin","heparin","heparin","C2","noun","16180"
"parochial","ծխական","приходский","C2","adjective","16181"
"disproportionate","անհամաչափ, անհամամասնական","непропорциональный","C2","adjective","16182"
"engineered","որպեսինժեներաշխատել","инженер","C2","verb","16183"
"purchasers","գնորդ","покупатель","C2","noun","16184"
"videos","videos","видео","C2","noun","16185"
"rationalization","rationalization","рационализация","C2","noun","16186"
"schiller","schiller","schiller","C2","noun","16187"
"dictionaries","բառարան","словарь","C2","noun","16188"
"mps","mps","mps","C2","noun","16189"
"cults","պաշտամունք","культ","C2","noun","16190"
"redeemed","հետգնել, գրավաթափել","выкупить","C2","verb","16191"
"subscriptions","բաժանորդագրություն, նվիրատվություն","подписной","C2","noun","16192"
"slapped","slapped","slapped","C2","verb","16193"
"natures","natures","природа","C2","noun","16194"
"swap","swap","махнуться","C2","noun","16195"
"caldwell","caldwell","caldwell","C2","noun","16196"
"suffix","վերջածանց","суффикс","C2","noun","16197"
"phi","phi","phi","C2","noun","16198"
"rabbis","rabbis","раввин","C2","noun","16199"
"awesome","awesome","благоговейный","C2","noun","16200"
"bert","bert","bert","C2","noun","16201"
"serbian","serbian","серб","C2","noun","16202"
"annealing","annealing","отжиг","C2","verb","16203"
"submitting","հպատակվել, հնազանդվել","подчиняться","C2","verb","16204"
"dryden","dryden","dryden","C2","noun","16205"
"broadened","լայնանալ, լայնացվել","расширенный","C2","verb","16206"
"tri","tri","tri","C2","noun","16207"
"prohibits","արգելել, թույլչտալ","запретить","C2","noun","16208"
"osmotic","osmotic","осмотический","C2","noun","16209"
"physicists","ֆիզիկոս","физик","C2","noun","16210"
"composites","բարդ, բաղադրյալ","комплексный","C2","noun","16211"
"hobby","սիրածզբաղմունք/թեմա","конёк","C2","noun","16212"
"antecedents","antecedents","antecedents","C2","noun","16213"
"thresholds","շեմք","порог","C2","noun","16214"
"peacock","peacock","павлин","C2","noun","16215"
"husserl","husserl","husserl","C2","noun","16216"
"hanover","hanover","hanover","C2","noun","16217"
"paine","paine","paine","C2","noun","16218"
"modality","modality","модальность","C2","noun","16219"
"archaeologists","հնագետ","археолог","C2","noun","16220"
"macintosh","macintosh","macintosh","C2","noun","16221"
"behaves","իրենպահել, վարվել","держаться","C2","noun","16222"
"lahore","lahore","lahore","C2","noun","16223"
"apathy","անտարբերություն","апатия","C2","noun","16224"
"peck","կտուցիհարված","заклёвывать","C2","noun","16225"
"cove","աշխրգ","залив","C2","noun","16226"
"majestic","վեհ, վսեմ, փառահեղ","гордый","C2","adjective","16227"
"pivotal","հիմնական, կենտրոնական, առանցքային","стержневой","C2","adjective","16228"
"fashions","ձև, կերպ, եղանակ","мода","C2","noun","16229"
"s.c.","s.c.","s.c.","C2","noun","16230"
"naturalist","բնագետ, բնախույզ","натуралист","C2","noun","16231"
"chicano","chicano","chicano","C2","noun","16232"
"shrinking","նեղանալ, կարճանալ","садиться","C2","verb","16233"
"brad","brad","шпилька","C2","noun","16234"
"repose","հանգիստ, դադար, քուն","отдохновение","C2","noun","16235"
"originates","ստեղծել, սկզբնավորել","создать","C2","noun","16236"
"pergamon","pergamon","pergamon","C2","noun","16237"
"rags","rags","лохмотья","C2","noun","16238"
"predominance","գերակշռություն","господство","C2","noun","16239"
"acm","acm","acm","C2","noun","16240"
"suitably","համապատասխանձևով","достойно","C2","adverb","16241"
"trotsky","trotsky","trotsky","C2","noun","16242"
"burger","burger","burger","C2","noun","16243"
"covariance","covariance","covariance","C2","noun","16244"
"esoteric","esoteric","эзотерический","C2","noun","16245"
"expansive","ընդարձակ, լայնածավալ","expansive","C2","adjective","16246"
"insecure","անապահով, վտանգավոր","ненадёжный","C2","adjective","16247"
"stunning","շշմեցուցիչ, ապշեցուցիչ, ցնցող","сногсшибательный","C2","adjective","16248"
"steak","միկտոր (միս, ձուկևայլն","бифштекс","C2","noun","16249"
"contraceptive","contraceptive","противозачаточный","C2","noun","16250"
"ht","ht","ht","C2","noun","16251"
"urbana","urbana","urbana","C2","noun","16252"
"nocturnal","գիշերային","nocturnal","C2","adjective","16253"
"gis","gis","gis","C2","noun","16254"
"lao","lao","lao","C2","noun","16255"
"platoon","ռզմ","взвод","C2","noun","16256"
"watering","թրջել, թացացնել","водопой","C2","verb","16257"
"esophageal","esophageal","esophageal","C2","noun","16258"
"mucus","լորձունք, լորձ","слизь","C2","noun","16259"
"novelists","վիպասան","романист","C2","noun","16260"
"meningitis","meningitis","менингит","C2","noun","16261"
"coexistence","գոյակցություն","сосуществование","C2","noun","16262"
"handler","հմկրգ","handler","C2","noun","16263"
"pamela","pamela","pamela","C2","noun","16264"
"calculator","հաշվիչ/հաշվողմեքենա","калькулятор","C2","noun","16265"
"obscene","անպարկեշտ, անվայել, խայտառակ","непристойный","C2","adjective","16266"
"sacks","տոպրակ, պարկ","мешок","C2","noun","16267"
"mag","mag","mag","C2","noun","16268"
"apologize","ներողությունխնդրել","извиняться","C2","verb","16269"
"favoring","favoring","просьба","C2","verb","16270"
"ihe","ihe","ihe","C2","noun","16271"
"clamp","տեխ","держатель","C2","noun","16272"
"weimar","weimar","weimar","C2","noun","16273"
"ala","ala","ala","C2","noun","16274"
"visibly","նկատելիորեն","visibly","C2","adverb","16275"
"erase","ջնջել, մաքրել","стирать","C2","verb","16276"
"remission","ներում","отпущение","C2","noun","16277"
"undermining","տակըփորել (նաև՝փխբ","подрывной","C2","verb","16278"
"incorrectly","անճիշտ, սխալ","неверно","C2","adverb","16279"
"withhold","թաքցնել","withhold","C2","verb","16280"
"dormant","ննջած, քնած","dormant","C2","adjective","16281"
"sept","sept","sept","C2","noun","16282"
"incense","խունկ","курение","C2","noun","16283"
"edible","ուտելի, ուտելուհամարպիտանի","съедобный","C2","adjective","16284"
"razor","ածելի","бритва","C2","noun","16285"
"stony","քարոտ, քարքարոտ","каменный","C2","adjective","16286"
"cobb","cobb","cobb","C2","noun","16287"
"publ","publ","publ","C2","noun","16288"
"mecca","mecca","mecca","C2","noun","16289"
"buckingham","buckingham","buckingham","C2","noun","16290"
"annexed","կիցկառույց, թևաշենք","пристройка","C2","verb","16291"
"peacefully","խաղաղ, հանդարտ, հանգիստ","тихо","C2","adverb","16292"
"pharmacology","pharmacology","pharmacology","C2","noun","16293"
"l.a.","l.a.","l.a.","C2","noun","16294"
"smoothing","հարթ, կոկ, ողորկ","выравнивание","C2","verb","16295"
"baba","baba","баба","C2","noun","16296"
"scrambled","տուրուդմբոց, ծեծկռտոց","свалка","C2","verb","16297"
"idealistic","idealistic","idealistic","C2","noun","16298"
"disordered","անկարգություն, խառնաշփոթ","расстройство","C2","verb","16299"
"rebuild","վերակառուցել, վերականգնել","перестраивать","C2","verb","16300"
"ale","գարեջուր","эль","C2","noun","16301"
"peanut","գետնանուշ, արախիս","арахис","C2","noun","16302"
"choked","հեղձանքինոպա","заглушка","C2","verb","16303"
"configure","configure","configure","C2","noun","16304"
"nurturing","դաստիարակություն","выносить","C2","verb","16305"
"sheila","sheila","sheila","C2","noun","16306"
"ma'am","ma'am","ma'am","C2","noun","16307"
"toledo","toledo","toledo","C2","noun","16308"
"representational","representational","representational","C2","noun","16309"
"comet","գիսաստղ","комета","C2","noun","16310"
"unsure","անվստահ, տատանվող","unsure","C2","adjective","16311"
"robbins","robbins","robbins","C2","noun","16312"
"delicacy","նրբություն, քնքշու֊ 222 թյուն","нежность","C2","noun","16313"
"unrestricted","անսահմանափակ","вольный","C2","adjective","16314"
"nested","բույն, բուն","гнездо","C2","verb","16315"
"interruptions","ընդհատում, ընդմիջում, դադար","перерыв","C2","noun","16316"
"ching","ching","ching","C2","verb","16317"
"boarded","տախտակ","стол","C2","verb","16318"
"subgroups","subgroups","subgroups","C2","noun","16319"
"nicolas","nicolas","nicolas","C2","noun","16320"
"foreseen","foreseen","foreseen","C2","noun","16321"
"telephones","հեռախոս","телефонировать","C2","noun","16322"
"honours","պատիվ","почёт","C2","noun","16323"
"forbidding","forbidding","неприступный","C2","verb","16324"
"invitations","հրավեր","приглашение","C2","noun","16325"
"subunits","subunits","subunits","C2","noun","16326"
"posting","սյուն, ձող","пост","C2","verb","16327"
"bland","մեղմ, քնքուշ","bland","C2","adjective","16328"
"stud","ճարմանդ, կոճակ","коннозаводство","C2","noun","16329"
"sabotage","sabotage","диверсия","C2","noun","16330"
"directorate","վարչություն, դիրեկցիա","управление","C2","noun","16331"
"reflexive","քեր","находить","C2","noun","16332"
"arsenal","զինանոց, արսենալ","арсенал","C2","noun","16333"
"associative","associative","ассоциативный","C2","noun","16334"
"renunciation","հրաժարում, հրաժարագիր, հրաժարմանակտ","отречение","C2","noun","16335"
"concurrently","միաժամանակ","concurrently","C2","adverb","16336"
"cations","cations","cations","C2","noun","16337"
"sobre","sobre","sobre","C2","noun","16338"
"compromises","փոխզիջում","компромисс","C2","noun","16339"
"storey","հարկ, հարկաբաժին","этаж","C2","noun","16340"
"disdain","արհամարհանք, քամահրանք","презрение","C2","noun","16341"
"deliverance","ազատում, փրկում","освобождение","C2","noun","16342"
"favorites","favorites","favorites","C2","noun","16343"
"individualistic","individualistic","индивидуалистический","C2","noun","16344"
"pf","pf","pf","C2","noun","16345"
"elias","elias","elias","C2","noun","16346"
"accuse","մեղադրել","обвинять","C2","verb","16347"
"affirming","հաստատել, պնդել","утвердить","C2","verb","16348"
"bon","bon","bon","C2","noun","16349"
"echoing","արձագանք","эхо","C2","verb","16350"
"subconscious","ենթագիտակցական","подсознательный","C2","adjective","16351"
"thoreau","thoreau","thoreau","C2","noun","16352"
"hopelessly","hopelessly","безнадёжный","C2","adverb","16353"
"bites","խայթվածք, կծելը","укус","C2","noun","16354"
"soothing","ճշմարտություն, իսկություն","успокоение","C2","verb","16355"
"reforming","բարեփոխություն, ռեֆորմ","реформировать","C2","verb","16356"
"inadvertently","ոչդիտավորյալ, առանցդիտավորության","нехотя","C2","adverb","16357"
"dulles","dulles","dulles","C2","noun","16358"
"logo","(կրճ","logo","C2","noun","16359"
"bicarbonate","քիմ","бикарбонат","C2","adjective","16360"
"brushes","խոզանակ, (ցախ)ավել","правило","C2","noun","16361"
"cons","cons","cons","C2","noun","16362"
"toxins","toxins","яд","C2","noun","16363"
"elongation","elongation","elongation","C2","noun","16364"
"liz","liz","liz","C2","noun","16365"
"aberdeen","aberdeen","aberdeen","C2","noun","16366"
"nasser","nasser","nasser","C2","noun","16367"
"conserve","շաքարածմիրգ","conserve","C2","noun","16368"
"radicalism","radicalism","радикализм","C2","noun","16369"
"tragedies","ողբերգություն","трагедия","C2","noun","16370"
"dominions","իշխանություն","владычество","C2","noun","16371"
"dehydrogenase","dehydrogenase","dehydrogenase","C2","noun","16372"
"ld","ld","ld","C2","noun","16373"
"catalysts","catalysts","катализатор","C2","noun","16374"
"wooded","անտառապատ","лесистый","C2","adjective","16375"
"cultivating","մշակել, աճեցնել","разработать","C2","verb","16376"
"articular","կզմխ","articular","C2","adjective","16377"
"procured","հայթայթել, գտնել, ձեռքբերել","добыть","C2","verb","16378"
"democratization","democratization","демократизация","C2","noun","16379"
"embargo","բռնարգելք, նավարգելք","запрещение","C2","noun","16380"
"rusty","ժանգոտ, ժանգոտած","ржавый","C2","adjective","16381"
"emitter","emitter","emitter","C2","noun","16382"
"corneal","corneal","corneal","C2","noun","16383"
"persecuted","հետապնդել, հալածել","гонимый","C2","verb","16384"
"consecrated","նվիրված, նվիրաբերված, ձոնված","посвятить","C2","adjective","16385"
"spans","ակնթարթ, վայրկյան","промежуток","C2","noun","16386"
"behaviours","վարք, վարքագիծ","поведение","C2","noun","16387"
"grounding","հիմքըդնելը/ գցելը","подготовка","C2","noun","16388"
"priestly","քահանա, քուրմ, քրմապետ","жреческий","C2","adverb","16389"
"puppy","լակոտ, շանձագ","щенок","C2","noun","16390"
"chandra","chandra","chandra","C2","noun","16391"
"ores","ores","ores","C2","noun","16392"
"staggering","փխբ","поразительный","C2","adjective","16393"
"fao","fao","fao","C2","noun","16394"
"enrich","հարստացնել","заправить","C2","verb","16395"
"descendant","հետևորդ, ժառանգ, շառավիղ","потомок","C2","noun","16396"
"airports","airports","аэропорт","C2","noun","16397"
"nodding","nodding","nodding","C2","verb","16398"
"guerrillas","guerrillas","guerrillas","C2","noun","16399"
"pastors","քահանա, հոգևորհովիվ, պաստոր","пастор","C2","noun","16400"
"kettle","մետաղեթեյաման","чайник","C2","noun","16401"
"polyethylene","polyethylene","полиэтилен","C2","noun","16402"
"consultative","խորհրդակցական","консультативный","C2","adjective","16403"
"chilean","chilean","чилиец","C2","noun","16404"
"apron","գոգնոց","фартук","C2","noun","16405"
"unidentified","unidentified","неопознанный","C2","verb","16406"
"evaluative","evaluative","evaluative","C2","noun","16407"
"clips","խուզում","клипсы","C2","noun","16408"
"oranges","նարինջ","апельсин","C2","noun","16409"
"lithuania","lithuania","Литва","C2","noun","16410"
"baton","գավազան","дубинка","C2","noun","16411"
"postpone","հետաձգել","отложить","C2","verb","16412"
"torment","չարչարանք, տառապանք, տանջանք","мука","C2","noun","16413"
"weighting","կշիռ, քաշ","вес","C2","verb","16414"
"pathologic","pathologic","патологический","C2","noun","16415"
"israelis","հրեա, եբրայեցի","израильтянин","C2","noun","16416"
"constancy","constancy","постоянство","C2","noun","16417"
"wheeled","պտտ(վ)ել, շրջանաձևշարժվել","колёсный","C2","verb","16418"
"culminating","գագաթնակետինհասնել","кульминировать","C2","verb","16419"
"dj","dj","dj","C2","noun","16420"
"sting","խայթոց","жало","C2","noun","16421"
"rig","հանդերձանք, նավահանդերձանք","оснастить","C2","noun","16422"
"gym","gym","gym","C2","noun","16423"
"adelaide","adelaide","adelaide","C2","noun","16424"
"qur'an","qur'an","qur'an","C2","noun","16425"
"det","det","det","C2","noun","16426"
"sinks","կոնք, լվացարանակոնք","раковина","C2","noun","16427"
"paced","քայլ","шаг","C2","verb","16428"
"packaged","ծանրոց, փաթեթ, կապոց","пакет","C2","verb","16429"
"forage","անասնակեր","кормовой","C2","noun","16430"
"impart","տալ, բաժինհանել","сообщить","C2","verb","16431"
"pleas","խնդրանք, աղերսանք, աղաչանք","pleas","C2","noun","16432"
"sonata","sonata","соната","C2","noun","16433"
"parsley","բսբ","петрушка","C2","noun","16434"
"quadrant","մաթ","квадрант","C2","noun","16435"
"portfolios","թղթապանակ, թղթապայուսակ","портфель","C2","noun","16436"
"afl","afl","afl","C2","noun","16437"
"newark","newark","newark","C2","noun","16438"
"sanchez","sanchez","sanchez","C2","noun","16439"
"impotence","անզորություն, թուլություն","бессилие","C2","noun","16440"
"reviewer","տեսաբան, տեսությունկազմող","референт","C2","noun","16441"
"airplanes","ինքնաթիռ, սավառնակ","самолёт","C2","noun","16442"
"kumar","kumar","kumar","C2","noun","16443"
"retailer","մանրավաճառ","retailer","C2","noun","16444"
"smoothed","հարթ, կոկ, ողորկ","пригладить","C2","verb","16445"
"jj","jj","jj","C2","noun","16446"
"claws","claws","коготь","C2","noun","16447"
"mach","mach","mach","C2","noun","16448"
"eyelids","eyelids","вежды","C2","noun","16449"
"crowding","ամբոխ","толпа","C2","verb","16450"
"jets","jets","jets","C2","noun","16451"
"incubated","թուխսնստել, ճուտհանել","высиживать","C2","verb","16452"
"canoes","մակույկ, նավակ","челнок","C2","noun","16453"
"plank","տախտակ, շերտաձողիկ","доска","C2","noun","16454"
"initiates","ձեռնամուխլինել","посвятить","C2","noun","16455"
"peeled","կեղև, կլեպ","обдирный","C2","verb","16456"
"keyword","keyword","keyword","C2","noun","16457"
"irregularities","անկանոնություն, խախտում, անհարթություն","незакономерность","C2","noun","16458"
"gleaming","շողք, փայլ, ցոլացում","отблеск","C2","verb","16459"
"ethnography","ազգագրություն","этнография","C2","noun","16460"
"selfishness","եսասիրություն, եսամոլություն","эгоизм","C2","noun","16461"
"scratched","ճանկռվածք, քերծվածք","царапина","C2","verb","16462"
"pregnancies","pregnancies","беременность","C2","noun","16463"
"suspense","անորոշություն, անհայտություն","suspense","C2","noun","16464"
"jeep","ջիպ, վիլիսմեքենա","джип","C2","noun","16465"
"additives","սննդամթերքիմեջօգտագործվողքիմիականնյութ","additives","C2","noun","16466"
"simplex","simplex","simplex","C2","noun","16467"
"dazzling","շլացուցիչ","ослепление","C2","adjective","16468"
"encryption","encryption","encryption","C2","noun","16469"
"normandy","normandy","normandy","C2","noun","16470"
"draining","ջրատար/դրենաժայինխողովակ","осушение","C2","verb","16471"
"veiled","շղարշովպատված","тайный","C2","adjective","16472"
"pitfalls","ծուղակ, թակարդ, որոգայթ","западня","C2","noun","16473"
"anc","anc","anc","C2","noun","16474"
"finishes","ավարտ, վերջ, վախճան","финишировать","C2","noun","16475"
"repercussions","հետահարում","отзвук","C2","noun","16476"
"neurosis","neurosis","невроз","C2","noun","16477"
"wendy","wendy","wendy","C2","noun","16478"
"partisans","կողմնակից, համախոհ","партизан","C2","noun","16479"
"scant","աղքատիկ, խղճուկ","скупиться","C2","adjective","16480"
"vegetative","բուսական, բույսերի","вегетативный","C2","adjective","16481"
"unbearable","անտանելի, անհանդուրժելի","невмоготу","C2","adjective","16482"
"bolsheviks","bolsheviks","большевик","C2","noun","16483"
"manly","արի, քաջ, առնական","мужественный","C2","adjective","16484"
"stumbling","սայթաքել","спотыкание","C2","verb","16485"
"michelangelo","michelangelo","michelangelo","C2","noun","16486"
"andhra","andhra","andhra","C2","noun","16487"
"brilliance","փայլ, շուք","блеск","C2","noun","16488"
"joyful","ցնծալից, երջանիկ","joyful","C2","adjective","16489"
"butterflies","թիթեռ, թիթեռնիկ","бабочка","C2","noun","16490"
"welcoming","սիրալիր","приветливо","C2","adjective","16491"
"hiking","զբոսանք","туризм","C2","noun","16492"
"liner","մարդատարշոգենավ","корабль","C2","noun","16493"
"mod","mod","mod","C2","noun","16494"
"sickle","մանգաղ","серп","C2","noun","16495"
"flaw","արատ, թերություն","брак","C2","noun","16496"
"jolly","շատ, սաստիկ","весёлый","C2","adverb","16497"
"trajectories","հետագիծ","trajectories","C2","noun","16498"
"policymakers","policymakers","policymakers","C2","noun","16499"
"melodic","melodic","melodic","C2","noun","16500"
"piers","ծովապատնեշ, կամրջանեցուկ/ սյուն","трюмо","C2","noun","16501"
"tbe","tbe","tbe","C2","noun","16502"
"tungsten","քիմ","вольфрамовый","C2","noun","16503"
"stacks","գղտ","смётывать","C2","noun","16504"
"wits","wits","wits","C2","noun","16505"
"suzanne","suzanne","suzanne","C2","noun","16506"
"integers","մաթ","целое","C2","noun","16507"
"prostitute","ծախուկին, պոռնիկ","проститутка","C2","noun","16508"
"servicing","ծառայություն","служба","C2","verb","16509"
"woe","վիշտ, դժբախտություն","горе","C2","noun","16510"
"integrative","integrative","integrative","C2","noun","16511"
"heathen","հեթանոս, հեթանոսական","язычник","C2","noun","16512"
"listings","տնտ","listings","C2","noun","16513"
"tribunals","դատարան, տրիբունալ","трибунал","C2","noun","16514"
"validate","հաստատել, վավերացնել","validate","C2","verb","16515"
"christina","christina","christina","C2","noun","16516"
"outraged","բռնություն, անարգանք, վիրավորանք","оскорбление","C2","verb","16517"
"horrified","horrified","ужасать","C2","verb","16518"
"inquisition","քննություն, հետաքննություն","инквизиция","C2","noun","16519"
"mattress","ներքնակ, զսպանակավորներքնակ","тюфяк","C2","noun","16520"
"corrupted","փչացած, այլասերված","исковерканный","C2","verb","16521"
